keyword,edited_text,is_euph,category,type,euph_status
birds and the bees,"5. That little you-know-what How you'd describe them: They spilled the beans about the tooth fairy and the <birds and the bees>, and now they're teaching your kid dirty words-- in German. How your child would describe them: ""He knows a lot of stuff."" How you should handle the situation: This kid is a parent's stealth enemy because he often appears out of nowhere to steal your child's innocence. ",1,sexual activity,birds and the bees,always_euph
underdeveloped,"Dr. Sun Qingwei, a coal campaigner for Greenpeace China, stated in an interview with the HCGHR, ""Traditional coal mining is labor intensive. The reason is that the technology is <underdeveloped>."" China is plagued by a continually increasing level of dependence on coal for domestic and energy uses. Paradoxically, China's greatest achievement has evolved into its most burdensome problem. ",0,politics,underdeveloped,sometimes_euph
stout,"But you need to be <stout> or scrawny to be a redneck, although being neither doesn't disqualify you. The scrawny need to be of a scrawny type that used to be called wormy-looking, and the stout need to be of a certain porcine aspect that's rarely seen in this country outside of redneckery but that's common among Germans and Russians who derive from stolid peasant stock.",1,physical/mental attributes,stout,sometimes_euph
accident,"If by the end of 3 days she wasn't going by herself and had more accidents than success, we put the potty away and waited. Sure enough, on the 3rd try ( I tried first when she was 23 months, then 25 @ @ @ @ @ @ @ @ @ @ hasn't had an <accident> since. She was 26 months.",1,bodily functions,accident,sometimes_euph
well off,"the town mouse maintained that she was the better off, but the country mouse said that nowhere could one be so <well off> as in the woods and hills. The town mouse, however, declared she was best off. ",0,employment,well off,sometimes_euph
aging,"Call and schedule your appointment to start the process of reversing the signs of <aging> and turning back the clock on your skin! We offer the Vi Peel and microdermabrasion only at our Coconut Creek office and our friendly appointment schedulers are available Monday-- Friday, 7am-- 7pm by calling 954.537.4106. ",0,physical/mental attributes,aging,sometimes_euph
detention camp,"That's what you should aim for: independence from surroundings. If you allow your surroundings to dictate your feelings (or simply affect them too much), then good luck the day you're thrown in a <detention camp> and surrounded by people who will no doubt depress you.",1,politics,detention camp,always_euph
sleep with,"I am relieved to see two pup tents marked STAFF in red letters side-by-side behind the larger tents. Thank God, I don't have to <sleep with> Ace Wands. A well-manicured gravel path leads through some sycamores to bathrooms with flush toilets, hot-and cold-water sinks, showers, and electrical outlets. ",0,sexual activity,sleep with,sometimes_euph
passed away,"Each month, our community managers update our ""In Memoriam"" thread in the PatientsLikeMe forum with a list of members who have <passed away> during the previous month, and they include links to each profile. That way, members who haven't logged on for a while or may have missed the news of someone's passing can stay up-to-date. ",1,death,pass away,sometimes_euph
income inequality,Incomes become more equal only with the emergence of democratic pressures. Brazil broadly follows this pattern: it had high initial levels of inequality and until the late' 80s <income inequality> was still increasing. It is only now that high @ @ @ @ @ @ @ @ @ @ growth and development,1,employment,income inequality,always_euph
plump,"""Hello, Mr. Biddle!"" chirped a beautiful blonde <plump>-faced concierge. ""Welcome to the American Club. Would you like a glass of champagne?"" NO NO I WOULD NOT GO TO HELL PR SPAWN YOU DON'T OWN ME. ""Wow, yeah, that'd be great,"" I managed, and smiled as if I were stifling an 8th grade erection. ",1,physical/mental attributes,plump,sometimes_euph
armed conflict,"In fact, industrial warfare became another major stimulus for and producer of conflict knowledge as the 20th century unfolded. By the 1920s, general strikes and <armed conflict> between workers and owners were more and more often characterizing the industrialized world. In the United States, an economic depression @ @ @ @ @ @ @ @ @ @ wars brought about a process known as collective bargaining. ",1,politics,armed conflict,always_euph
mistruths,The city has told quite a few <mistruths> in order to get this city office approved. I don't doubt that the SMART talk is another false promise that never comes to fruition. @ @ @ @ @ @ @ @ @ @ is necessary.,1,politics,mistruth,always_euph
collateral damage,"Once installed, it would surreptitiously redirect the infected computer's Web browser to sites controlled by the hackers. As unintended <collateral damage>, once the FBI shut down the hackers' servers, tens of thousands of computers that hadn't been ""disinfected"" by their unsuspecting owners were no longer able to access the Internet. ",0,death,collateral damage,sometimes_euph
droppings,"Also known as HPS, Hantavirus pulmonary syndrome caught the attention of the United States back in 1993 when a healthy young man died of the disease after only a couple days of experiencing shortness of breath. The rare but very deadly disease is caused by a virus that a person gets from getting in contact with the <droppings>, saliva, or urine of a rodent. People who have been unfortunate enough to get the disease have experienced fever, chills, muscle aches, or gastrointestinal symptoms. ",1,bodily functions,droppings,always_euph
